,action,cat,device,flag,image,mouse,name,cond,cond2
502,False,hot_dog,mouse,True,True,171.341327586,SH,imgT_aiT,aligned
503,True,hot_dog,mouse,False,True,137.987010914,SH,imgT_aiF,not-aligned
504,True,hot_dog,mouse,True,True,194.376145238,SH,imgT_aiT,aligned
505,False,hot_dog,mouse,False,False,408.885466954,SH,imgF_aiF,aligned
506,False,hot_dog,mouse,False,False,485.436420571,SH,imgF_aiF,aligned
507,True,hot_dog,mouse,False,True,391.167651108,SH,imgT_aiF,not-aligned
508,False,hot_dog,mouse,False,False,341.194141771,SH,imgF_aiF,aligned
509,True,hot_dog,mouse,True,True,404.459519253,SH,imgT_aiT,aligned
510,True,dog,mouse,True,True,50.0653652753,SH,imgT_aiT,aligned
511,False,dog,mouse,False,False,307.983655449,SH,imgF_aiF,aligned
512,False,dog,mouse,False,False,85.7804771499,SH,imgF_aiF,aligned
513,False,dog,mouse,False,False,215.483755972,SH,imgF_aiF,aligned
514,True,dog,mouse,True,True,350.7145871,SH,imgT_aiT,aligned
515,True,dog,mouse,True,True,412.075075696,SH,imgT_aiT,aligned
516,False,dog,mouse,True,False,98.3632228282,SH,imgF_aiT,not-aligned
517,True,dog,mouse,True,True,20.8618155488,SH,imgT_aiT,aligned
518,True,dog,mouse,True,True,228.002167568,SH,imgT_aiT,aligned
519,True,dog,mouse,False,True,119.006942791,SH,imgT_aiF,not-aligned
520,True,owl,trackpad,,True,43.1301312214,SM,imgT_aiF,not-aligned
521,False,owl,trackpad,,False,298.023198128,SM,imgF_aiF,aligned
522,True,owl,trackpad,,True,274.988638186,SM,imgT_aiF,not-aligned
523,True,owl,trackpad,,True,13.2987332528,SM,imgT_aiF,not-aligned
524,False,owl,trackpad,,False,43.5468518247,SM,imgF_aiF,aligned
525,True,owl,trackpad,,True,60.3398618456,SM,imgT_aiF,not-aligned
526,True,owl,trackpad,,True,359.034778403,SM,imgT_aiF,not-aligned
527,False,owl,trackpad,,False,65.9155651484,SM,imgF_aiF,aligned
528,True,owl,trackpad,,True,42.3909727586,SM,imgT_aiF,not-aligned
529,True,owl,trackpad,,True,11.5097202889,SM,imgT_aiF,not-aligned
530,True,elvis,trackpad,True,True,6.7368223943,SM,imgT_aiT,aligned
531,False,elvis,trackpad,True,False,377.687092792,SM,imgF_aiT,not-aligned
532,True,elvis,trackpad,True,True,14.1086234069,SM,imgT_aiT,aligned
533,False,elvis,trackpad,False,False,386.093566928,SM,imgF_aiF,aligned
534,True,elvis,trackpad,True,True,70.8673340669,SM,imgT_aiT,aligned
535,True,elvis,trackpad,True,True,5.74177384415,SM,imgT_aiT,aligned
536,False,elvis,trackpad,False,False,78.6086411536,SM,imgF_aiF,aligned
537,True,elvis,trackpad,True,True,351.929611373,SM,imgT_aiT,aligned
538,True,elvis,trackpad,True,True,17.5676520842,SM,imgT_aiT,aligned
539,True,elvis,trackpad,False,True,37.7285749843,SM,imgT_aiF,not-aligned
540,True,hot_dog,trackpad,False,True,213.146936541,SM,imgT_aiF,not-aligned
541,False,hot_dog,trackpad,False,False,414.274198038,SM,imgF_aiF,aligned
542,False,hot_dog,trackpad,False,False,358.525276965,SM,imgF_aiF,aligned
543,False,hot_dog,trackpad,True,False,21.9922499916,SM,imgF_aiT,not-aligned
544,False,hot_dog,trackpad,False,False,78.804502974,SM,imgF_aiF,aligned
545,True,hot_dog,trackpad,False,True,45.1359015758,SM,imgT_aiF,not-aligned
546,True,hot_dog,trackpad,True,True,371.043979107,SM,imgT_aiT,aligned
547,True,hot_dog,trackpad,True,True,22.9795495651,SM,imgT_aiT,aligned
548,False,hot_dog,trackpad,False,False,408.996908793,SM,imgF_aiF,aligned
549,False,hot_dog,trackpad,False,False,390.55421688,SM,imgF_aiF,aligned
550,False,dog,trackpad,False,False,365.178569188,SM,imgF_aiF,aligned
551,False,dog,trackpad,True,False,8.43658239004,SM,imgF_aiT,not-aligned
552,False,dog,trackpad,False,False,28.0991456529,SM,imgF_aiF,aligned
553,False,dog,trackpad,False,False,43.679416568,SM,imgF_aiF,aligned
554,False,dog,trackpad,False,False,12.6271870316,SM,imgF_aiF,aligned
555,False,dog,trackpad,False,False,8.27908541997,SM,imgF_aiF,aligned
556,True,dog,trackpad,False,True,364.316641377,SM,imgT_aiF,not-aligned
557,True,dog,trackpad,False,True,15.1937027159,SM,imgT_aiF,not-aligned
558,True,dog,trackpad,False,True,24.2355349623,SM,imgT_aiF,not-aligned
559,True,dog,trackpad,True,True,61.9161727043,SM,imgT_aiT,aligned
560,False,owl,trackpad,,False,398.478626182,P,imgF_aiF,aligned
561,False,owl,trackpad,,False,142.804441843,P,imgF_aiF,aligned
562,False,owl,trackpad,,False,16.3481025783,P,imgF_aiF,aligned
563,False,owl,trackpad,,False,24.932742533,P,imgF_aiF,aligned
564,True,owl,trackpad,,True,284.414144684,P,imgT_aiF,not-aligned
565,True,owl,trackpad,,False,12.9353785868,P,imgF_aiF,aligned
566,False,owl,trackpad,,False,337.552946003,P,imgF_aiF,aligned
567,False,owl,trackpad,,False,195.452816036,P,imgF_aiF,aligned
568,False,owl,trackpad,,False,8.04023425564,P,imgF_aiF,aligned
569,True,owl,trackpad,,True,87.7747077318,P,imgT_aiF,not-aligned
570,False,elvis,trackpad,False,False,354.670613249,P,imgF_aiF,aligned
571,True,elvis,trackpad,True,True,66.6951226319,P,imgT_aiT,aligned
572,True,elvis,trackpad,True,True,38.9860220384,P,imgT_aiT,aligned
573,True,elvis,trackpad,True,True,21.1647646439,P,imgT_aiT,aligned
574,True,elvis,trackpad,True,True,15.4309256238,P,imgT_aiT,aligned
575,False,elvis,trackpad,False,False,317.995429378,P,imgF_aiF,aligned
576,False,elvis,trackpad,False,False,34.2480784736,P,imgF_aiF,aligned
577,True,elvis,trackpad,True,True,125.667522052,P,imgT_aiT,aligned
578,True,elvis,trackpad,False,False,8.60374343492,P,imgF_aiF,aligned
579,True,elvis,trackpad,True,True,4.36683420812,P,imgT_aiT,aligned
580,False,hot_dog,trackpad,True,False,143.336812049,P,imgF_aiT,not-aligned
581,True,hot_dog,trackpad,True,True,41.4638495613,P,imgT_aiT,aligned
582,False,hot_dog,trackpad,False,False,345.382474894,P,imgF_aiF,aligned
583,False,hot_dog,trackpad,False,False,302.42060225,P,imgF_aiF,aligned
584,False,hot_dog,trackpad,False,True,359.891771352,P,imgT_aiF,not-aligned
585,False,hot_dog,trackpad,False,False,166.584884103,P,imgF_aiF,aligned
586,True,hot_dog,trackpad,True,True,348.06277332,P,imgT_aiT,aligned
587,False,hot_dog,trackpad,True,False,367.08833715,P,imgF_aiT,not-aligned
588,True,hot_dog,trackpad,False,True,11.8405430751,P,imgT_aiF,not-aligned
589,True,hot_dog,trackpad,True,True,211.584400428,P,imgT_aiT,aligned
590,False,dog,trackpad,True,False,294.275705522,P,imgF_aiT,not-aligned
591,False,dog,trackpad,False,False,324.098616106,P,imgF_aiF,aligned
592,False,dog,trackpad,False,False,52.2550059205,P,imgF_aiF,aligned
593,True,dog,trackpad,True,True,315.831949315,P,imgT_aiT,aligned
594,False,dog,trackpad,False,False,328.277270895,P,imgF_aiF,aligned
595,True,dog,trackpad,True,True,51.8091894703,P,imgT_aiT,aligned
596,False,dog,trackpad,False,False,42.8257429159,P,imgF_aiF,aligned
597,False,dog,trackpad,False,False,338.467655005,P,imgF_aiF,aligned
598,False,dog,trackpad,False,False,29.3606672351,P,imgF_aiF,aligned
599,False,dog,trackpad,False,False,23.794042248,P,imgF_aiF,aligned
600,False,owl,trackpad,,False,430.442309974,SAW,imgF_aiF,aligned
601,True,owl,trackpad,,True,361.390537362,SAW,imgT_aiF,not-aligned
602,True,owl,trackpad,,True,94.9016671161,SAW,imgT_aiF,not-aligned
603,False,owl,trackpad,,False,434.808136195,SAW,imgF_aiF,aligned
604,True,owl,trackpad,,True,129.499819143,SAW,imgT_aiF,not-aligned
605,False,owl,trackpad,,False,195.383021765,SAW,imgF_aiF,aligned
606,True,owl,trackpad,,True,58.0775639298,SAW,imgT_aiF,not-aligned
607,False,owl,trackpad,,False,69.2272404829,SAW,imgF_aiF,aligned
608,False,owl,trackpad,,False,437.141391546,SAW,imgF_aiF,aligned
609,False,owl,trackpad,,False,114.457303758,SAW,imgF_aiF,aligned
610,True,elvis,trackpad,True,True,349.890786271,SAW,imgT_aiT,aligned
611,True,elvis,trackpad,False,True,10.379545966,SAW,imgT_aiF,not-aligned
612,True,elvis,trackpad,False,True,82.9277960024,SAW,imgT_aiF,not-aligned
613,True,elvis,trackpad,True,True,119.720189991,SAW,imgT_aiT,aligned
614,True,elvis,trackpad,True,True,30.7774963799,SAW,imgT_aiT,aligned
615,False,elvis,trackpad,False,False,380.708437582,SAW,imgF_aiF,aligned
616,False,elvis,trackpad,False,False,374.896169838,SAW,imgF_aiF,aligned
617,True,elvis,trackpad,True,True,387.995497616,SAW,imgT_aiT,aligned
618,False,elvis,trackpad,False,False,427.02265634,SAW,imgF_aiF,aligned
619,True,elvis,trackpad,True,True,385.64590271,SAW,imgT_aiT,aligned
620,False,hot_dog,trackpad,True,False,49.5723536728,SAW,imgF_aiT,not-aligned
621,False,hot_dog,trackpad,False,False,508.888486027,SAW,imgF_aiF,aligned
622,True,hot_dog,trackpad,True,True,298.672509816,SAW,imgT_aiT,aligned
623,False,hot_dog,trackpad,False,False,49.8585495459,SAW,imgF_aiF,aligned
624,True,hot_dog,trackpad,False,True,78.3556538823,SAW,imgT_aiF,not-aligned
625,True,hot_dog,trackpad,True,True,335.148690171,SAW,imgT_aiT,aligned
626,True,hot_dog,trackpad,True,True,33.0995024508,SAW,imgT_aiT,aligned
627,True,hot_dog,trackpad,True,True,81.3786708964,SAW,imgT_aiT,aligned
628,True,hot_dog,trackpad,True,True,14.6184336149,SAW,imgT_aiT,aligned
629,True,hot_dog,trackpad,True,True,8.18057814131,SAW,imgT_aiT,aligned
630,True,dog,trackpad,True,True,27.1727730124,SAW,imgT_aiT,aligned
631,True,dog,trackpad,False,True,41.350775821,SAW,imgT_aiF,not-aligned
632,False,dog,trackpad,True,False,264.264977496,SAW,imgF_aiT,not-aligned
633,True,dog,trackpad,True,True,36.9960112545,SAW,imgT_aiT,aligned
634,False,dog,trackpad,False,False,133.053469467,SAW,imgF_aiF,aligned
635,True,dog,trackpad,True,True,43.715612885,SAW,imgT_aiT,aligned
636,False,dog,trackpad,False,False,88.2982556388,SAW,imgF_aiF,aligned
637,True,dog,trackpad,False,True,9.57185666584,SAW,imgT_aiF,not-aligned
638,True,dog,trackpad,True,True,297.150373547,SAW,imgT_aiT,aligned
639,True,dog,trackpad,True,True,47.6550148539,SAW,imgT_aiT,aligned
640,True,owl,mouse,,True,228.030870715,TM,imgT_aiF,not-aligned
641,False,owl,mouse,,False,58.9095226817,TM,imgF_aiF,aligned
642,True,owl,mouse,,True,402.375091984,TM,imgT_aiF,not-aligned
643,True,owl,mouse,,True,93.1060342296,TM,imgT_aiF,not-aligned
644,False,owl,mouse,,False,318.849266321,TM,imgF_aiF,aligned
645,True,owl,mouse,,True,159.534744913,TM,imgT_aiF,not-aligned
646,False,owl,mouse,,False,267.96392607,TM,imgF_aiF,aligned
647,False,owl,mouse,,False,212.012351,TM,imgF_aiF,aligned
648,True,owl,mouse,,True,77.8386161914,TM,imgT_aiF,not-aligned
649,False,owl,mouse,,False,31.2638633101,TM,imgF_aiF,aligned
650,True,elvis,mouse,False,False,65.5084384911,TM,imgF_aiF,aligned
651,False,elvis,mouse,True,False,38.6508722223,TM,imgF_aiT,not-aligned
652,True,elvis,mouse,True,True,82.7904450561,TM,imgT_aiT,aligned
653,False,elvis,mouse,False,False,45.3912381322,TM,imgF_aiF,aligned
654,True,elvis,mouse,True,True,74.1357867059,TM,imgT_aiT,aligned
655,True,elvis,mouse,True,True,69.198762115,TM,imgT_aiT,aligned
656,True,elvis,mouse,True,True,47.0308766905,TM,imgT_aiT,aligned
657,True,elvis,mouse,True,True,13.0529718274,TM,imgT_aiT,aligned
658,True,elvis,mouse,True,True,44.9089412678,TM,imgT_aiT,aligned
659,False,elvis,mouse,False,True,37.2912338541,TM,imgT_aiF,not-aligned
660,True,hot_dog,mouse,False,True,174.630914638,TM,imgT_aiF,not-aligned
661,True,hot_dog,mouse,False,True,335.900877872,TM,imgT_aiF,not-aligned
662,False,hot_dog,mouse,False,False,199.645018059,TM,imgF_aiF,aligned
663,True,hot_dog,mouse,False,True,94.4535144893,TM,imgT_aiF,not-aligned
664,False,hot_dog,mouse,False,False,250.960045163,TM,imgF_aiF,aligned
665,True,hot_dog,mouse,False,True,12.1753775713,TM,imgT_aiF,not-aligned
666,False,hot_dog,mouse,False,False,284.968043911,TM,imgF_aiF,aligned
667,True,hot_dog,mouse,True,True,109.153482445,TM,imgT_aiT,aligned
668,False,hot_dog,mouse,True,True,348.27727146,TM,imgT_aiT,aligned
669,False,hot_dog,mouse,False,False,200.887900302,TM,imgF_aiF,aligned
670,False,dog,mouse,False,False,45.9617139182,TM,imgF_aiF,aligned
671,False,dog,mouse,False,False,21.3050323822,TM,imgF_aiF,aligned
672,False,dog,mouse,False,False,48.8332977196,TM,imgF_aiF,aligned
673,True,dog,mouse,False,True,327.773270964,TM,imgT_aiF,not-aligned
674,True,dog,mouse,True,True,190.534858044,TM,imgT_aiT,aligned
675,False,dog,mouse,True,False,15.4655463492,TM,imgF_aiT,not-aligned
676,True,dog,mouse,True,True,80.8063641404,TM,imgT_aiT,aligned
677,False,dog,mouse,False,False,43.4521686565,TM,imgF_aiF,aligned
678,True,dog,mouse,True,True,35.058106777,TM,imgT_aiT,aligned
679,True,dog,mouse,True,True,158.665482602,TM,imgT_aiT,aligned
680,True,owl,trackpad,,True,406.267028695,vs,imgT_aiF,not-aligned
681,True,owl,trackpad,,True,36.4989423383,vs,imgT_aiF,not-aligned
682,False,owl,trackpad,,False,60.0800386862,vs,imgF_aiF,aligned
683,False,owl,trackpad,,False,24.0870179156,vs,imgF_aiF,aligned
684,False,owl,trackpad,,False,18.7200695724,vs,imgF_aiF,aligned
685,True,owl,trackpad,,True,152.62733215,vs,imgT_aiF,not-aligned
686,True,owl,trackpad,,True,58.7444473355,vs,imgT_aiF,not-aligned
687,True,owl,trackpad,,True,158.3623914,vs,imgT_aiF,not-aligned
688,True,owl,trackpad,,True,27.2733903531,vs,imgT_aiF,not-aligned
689,True,owl,trackpad,,True,5.62225542799,vs,imgT_aiF,not-aligned
690,True,elvis,trackpad,True,True,26.3238589747,vs,imgT_aiT,aligned
691,True,elvis,trackpad,True,True,22.0796443122,vs,imgT_aiT,aligned
692,False,elvis,trackpad,True,False,326.825160242,vs,imgF_aiT,not-aligned
693,True,elvis,trackpad,True,True,24.8389542,vs,imgT_aiT,aligned
694,True,elvis,trackpad,True,True,28.6630707507,vs,imgT_aiT,aligned
695,True,elvis,trackpad,True,True,44.0742324003,vs,imgT_aiT,aligned
696,False,elvis,trackpad,True,True,19.9570398678,vs,imgT_aiT,aligned
697,False,elvis,trackpad,False,False,19.7111509608,vs,imgF_aiF,aligned
698,True,elvis,trackpad,False,True,33.5701224462,vs,imgT_aiF,not-aligned
699,False,elvis,trackpad,False,False,16.6569816418,vs,imgF_aiF,aligned
700,True,hot_dog,trackpad,True,True,24.7356376855,vs,imgT_aiT,aligned
701,True,hot_dog,trackpad,True,True,19.3349900914,vs,imgT_aiT,aligned
702,True,hot_dog,trackpad,True,True,15.2755916182,vs,imgT_aiT,aligned
703,False,hot_dog,trackpad,True,False,28.8551058131,vs,imgF_aiT,not-aligned
704,True,hot_dog,trackpad,True,True,37.0826855728,vs,imgT_aiT,aligned
705,True,hot_dog,trackpad,True,True,150.650158402,vs,imgT_aiT,aligned
706,True,hot_dog,trackpad,True,True,30.2955441155,vs,imgT_aiT,aligned
707,False,hot_dog,trackpad,False,False,28.001757402,vs,imgF_aiF,aligned
708,True,hot_dog,trackpad,True,True,30.3373461474,vs,imgT_aiT,aligned
709,True,hot_dog,trackpad,True,True,8.91639142722,vs,imgT_aiT,aligned
710,False,dog,trackpad,False,False,282.225432958,vs,imgF_aiF,aligned
711,True,dog,trackpad,True,True,19.2970783249,vs,imgT_aiT,aligned
712,True,dog,trackpad,False,True,9.26339318076,vs,imgT_aiF,not-aligned
713,True,dog,trackpad,True,True,11.1085402147,vs,imgT_aiT,aligned
714,False,dog,trackpad,True,False,319.642253529,vs,imgF_aiT,not-aligned
715,False,dog,trackpad,True,False,370.462388467,vs,imgF_aiT,not-aligned
716,True,dog,trackpad,True,True,31.8654608488,vs,imgT_aiT,aligned
717,False,dog,trackpad,False,False,52.1888455696,vs,imgF_aiF,aligned
718,True,dog,trackpad,True,True,12.0939886796,vs,imgT_aiT,aligned
719,False,dog,trackpad,True,False,5.49727953916,vs,imgF_aiT,not-aligned
720,True,owl,mouse,,True,15.584585368,SR,imgT_aiF,not-aligned
721,True,owl,mouse,,True,20.1835872192,SR,imgT_aiF,not-aligned
722,False,owl,mouse,,False,21.0237819273,SR,imgF_aiF,aligned
723,True,owl,mouse,,True,13.0912647314,SR,imgT_aiF,not-aligned
724,True,owl,mouse,,True,2.18015855359,SR,imgT_aiF,not-aligned
725,True,owl,mouse,,True,3.98571439549,SR,imgT_aiF,not-aligned
726,False,owl,mouse,,False,14.6639292726,SR,imgF_aiF,aligned
727,False,owl,mouse,,False,19.7205682478,SR,imgF_aiF,aligned
728,True,owl,mouse,,True,260.576036546,SR,imgT_aiF,not-aligned
729,True,owl,mouse,,True,8.40410864344,SR,imgT_aiF,not-aligned
730,True,elvis,mouse,True,True,96.3749488907,SR,imgT_aiT,aligned
731,True,elvis,mouse,False,False,17.723007959,SR,imgF_aiF,aligned
732,True,elvis,mouse,True,True,86.5691162941,SR,imgT_aiT,aligned
733,True,elvis,mouse,True,True,30.7945250693,SR,imgT_aiT,aligned
734,True,elvis,mouse,True,True,15.3084371676,SR,imgT_aiT,aligned
735,True,elvis,mouse,True,True,11.4510669102,SR,imgT_aiT,aligned
736,True,elvis,mouse,True,True,4.37198433641,SR,imgT_aiT,aligned
737,True,elvis,mouse,True,True,11.3248291823,SR,imgT_aiT,aligned
738,True,elvis,mouse,True,True,17.8730776928,SR,imgT_aiT,aligned
739,True,elvis,mouse,True,True,6.29897464739,SR,imgT_aiT,aligned
740,True,hot_dog,mouse,False,True,14.2738382832,SR,imgT_aiF,not-aligned
741,True,hot_dog,mouse,True,True,4.21263602013,SR,imgT_aiT,aligned
742,False,hot_dog,mouse,False,False,16.4429278362,SR,imgF_aiF,aligned
743,True,hot_dog,mouse,True,True,10.42389014,SR,imgT_aiT,aligned
744,True,hot_dog,mouse,True,True,41.9203942292,SR,imgT_aiT,aligned
745,False,hot_dog,mouse,False,False,15.1944973873,SR,imgF_aiF,aligned
746,True,hot_dog,mouse,True,True,325.336332183,SR,imgT_aiT,aligned
747,True,hot_dog,mouse,True,True,14.0625699065,SR,imgT_aiT,aligned
748,True,hot_dog,mouse,False,False,362.580846233,SR,imgF_aiF,aligned
749,True,hot_dog,mouse,True,True,38.6757679292,SR,imgT_aiT,aligned
750,False,dog,mouse,True,False,10.9753484315,SR,imgF_aiT,not-aligned
751,True,dog,mouse,True,True,485.743625342,SR,imgT_aiT,aligned
752,False,dog,mouse,False,False,22.7773701083,SR,imgF_aiF,aligned
753,True,dog,mouse,True,True,3.65762879371,SR,imgT_aiT,aligned
754,True,dog,mouse,True,True,4.05601492665,SR,imgT_aiT,aligned
755,True,dog,mouse,True,True,23.330334615,SR,imgT_aiT,aligned
756,True,dog,mouse,True,True,22.4605111205,SR,imgT_aiT,aligned
757,True,dog,mouse,True,True,40.2853568088,SR,imgT_aiT,aligned
758,False,dog,mouse,True,False,298.481482296,SR,imgF_aiT,not-aligned
759,False,dog,mouse,False,False,41.827284391,SR,imgF_aiF,aligned
